tab_caixasangria_id_caixasangria;tab_caixasangria_id_caixa;tab_caixasangria_id_entidade;tab_caixasangria_id_especie;tab_caixasangria_data;tab_caixasangria_valor;tab_caixasangria_obs;tab_caixasangria_conferido
388;53;2;4;"2025-02-20 20:06:24";120.00;Crédito;1
389;53;2;7;"2025-02-20 20:06:24";142.42;"credito 2x";1
390;53;2;3;"2025-02-20 20:06:24";115.00;Débito;1
391;53;2;6;"2025-02-20 20:06:25";340.00;"Pix Chave";1
392;54;2;1;"2025-02-21 09:03:02";268.90;CIMENTO;1
393;54;2;1;"2025-02-21 10:42:58";2800.00;"FC - Monique Depositou";1
394;54;2;1;"2025-02-21 11:07:43";9.90;"PILHA PALITO- 1 PASTA DOCUMENTO";1
395;54;2;1;"2025-02-21 12:08:46";600.00;"FC - Monique Depositou";1
396;54;2;1;"2025-02-21 17:58:59";6.00;PAO;1
397;54;2;1;"2025-02-21 18:00:37";500.00;FC;1
398;54;2;4;"2025-02-21 18:02:34";580.00;Crédito;1
399;54;2;3;"2025-02-21 18:02:34";240.00;Débito;1
400;54;2;6;"2025-02-21 18:02:34";859.00;"Pix Chave";1
401;55;170;1;"2025-02-21 19:47:29";510.00;"450 FC + 60 nota de 2";1
402;56;2;1;"2025-02-22 09:45:13";4.00;PAO;1
403;56;2;1;"2025-02-22 11:53:36";3000.00;FC;1
404;56;2;1;"2025-02-22 19:37:07";3400.00;FC;1
405;56;2;1;"2025-02-22 19:55:50";200.00;FC;1
406;56;2;4;"2025-02-22 20:23:20";360.00;Crédito;1
407;56;2;3;"2025-02-22 20:23:20";715.00;Débito;1
408;56;2;6;"2025-02-22 20:23:20";4950.10;"Pix Chave";1
409;57;2;1;"2025-02-23 13:54:46";40.00;"99 KAIQUE";1
410;57;2;1;"2025-02-23 13:56:06";950.00;FC;1
411;57;2;1;"2025-02-23 14:09:29";1.60;PAO;1
412;57;2;4;"2025-02-23 14:13:51";475.00;Crédito;1
413;57;2;3;"2025-02-23 14:13:51";540.00;Débito;1
414;57;2;6;"2025-02-23 14:13:51";340.00;"Pix Chave";1
415;58;2;1;"2025-02-24 09:08:05";2.45;PAO;1
416;58;2;1;"2025-02-24 13:42:07";190.50;"gasolina 70,50 ,vistoria 120,00";1
417;58;170;1;"2025-02-24 19:46:13";1450.00;"FC vitor 700,00 fc monique 750,00";1
418;58;2;4;"2025-02-24 19:58:45";360.00;Crédito;1
419;58;2;7;"2025-02-24 19:58:45";130.00;"credito 2x";1
420;58;2;3;"2025-02-24 19:58:45";355.00;Débito;1
421;58;2;6;"2025-02-24 19:58:45";1178.00;"Pix Chave";1
422;59;2;1;"2025-02-25 14:23:20";3850.00;FC;1
423;59;2;1;"2025-02-25 19:52:54";700.00;FC;1
424;59;2;1;"2025-02-25 19:59:16";3.20;PAO;1
425;59;2;4;"2025-02-25 20:00:16";235.00;Crédito;1
426;59;2;7;"2025-02-25 20:00:16";260.00;"credito 2x";1
427;59;2;3;"2025-02-25 20:00:16";215.00;Débito;1
428;59;2;6;"2025-02-25 20:00:16";2576.25;"Pix Chave";1
429;60;2;1;"2025-02-26 10:49:05";4000.00;FC;1
430;60;2;1;"2025-02-26 19:37:05";200.00;FC;1
431;60;2;1;"2025-02-26 19:57:08";4.80;PAO;1
432;60;2;4;"2025-02-26 19:58:40";240.00;Crédito;1
433;60;2;3;"2025-02-26 19:58:40";355.00;Débito;1
434;60;2;6;"2025-02-26 19:58:40";1517.71;"Pix Chave";1
435;60;2;5;"2025-02-26 19:58:40";120.00;"Pix Maquininha";1
436;61;2;1;"2025-02-27 18:56:53";2.40;PAO;1
437;61;2;1;"2025-02-27 18:58:00";2700.00;FC;1
438;61;2;4;"2025-02-27 20:21:31";120.00;Crédito;1
439;61;2;3;"2025-02-27 20:21:31";1045.00;Débito;1
440;61;2;6;"2025-02-27 20:21:31";1253.46;"Pix Chave";1
441;62;2;1;"2025-02-28 11:24:48";1500.00;FC;1
442;62;2;1;"2025-02-28 18:01:11";15.00;"TERMINAL DE BATERIA CAMINHAO";1
443;62;2;1;"2025-02-28 18:03:10";2000.00;FC;1
444;62;2;1;"2025-02-28 18:45:56";50.00;GASOLINA;1
445;62;2;1;"2025-02-28 19:58:39";3.45;PAO;1
446;62;2;4;"2025-02-28 20:00:36";235.00;Crédito;1
447;62;2;3;"2025-02-28 20:00:36";355.00;Débito;1
448;62;2;6;"2025-02-28 20:00:36";1837.65;"Pix Chave";1
449;63;2;1;"2025-03-01 10:26:01";10.00;"PIX MONIQUE ";1
450;63;2;1;"2025-03-01 17:10:45";2000.00;FC;1
451;63;2;1;"2025-03-01 19:13:18";1000.00;FC;1
452;63;2;1;"2025-03-01 19:18:36";344.00;"PAO 4,00---340,00  que estava na gaveta  ";1
453;63;2;1;"2025-03-01 19:29:22";1700.00;FC;1
454;63;2;4;"2025-03-01 20:14:24";470.00;Crédito;1
455;63;2;3;"2025-03-01 20:14:24";700.00;Débito;1
456;63;2;6;"2025-03-01 20:14:24";3521.73;"Pix Chave";0
457;64;170;1;"2025-03-02 14:41:07";750.00;FC;1
458;64;170;1;"2025-03-02 15:01:12";695.00;cartoes;0
459;64;170;1;"2025-03-02 15:03:29";339.10;"333 FC + 6,10 moeda";1
460;65;2;1;"2025-03-03 11:03:33";2000.00;FC;1
461;65;2;1;"2025-03-03 16:44:01";50.00;"GASOLINA YBR";1
462;65;2;1;"2025-03-03 19:14:23";1800.00;FC;1
463;65;2;4;"2025-03-03 20:03:29";235.00;Crédito;0
464;65;2;7;"2025-03-03 20:03:29";130.00;"credito 2x";0
465;65;2;3;"2025-03-03 20:03:29";595.00;Débito;0
466;65;2;6;"2025-03-03 20:03:29";1020.00;"Pix Chave";0
467;66;2;1;"2025-03-04 07:57:34";23.00;"99 CAIQUE--- 4,00 pão";1
468;66;2;1;"2025-03-04 15:11:57";900.00;FC;1
469;66;2;4;"2025-03-04 15:19:58";120.00;Crédito;0
470;66;2;3;"2025-03-04 15:19:58";355.00;Débito;0
471;66;2;6;"2025-03-04 15:19:58";3082.46;"Pix Chave";0
472;67;2;1;"2025-03-05 10:14:51";30.00;"CABO ACELERADOR FAN 125";1
473;67;2;1;"2025-03-05 12:25:50";24.00;"CHIP VIVO";1
474;67;2;1;"2025-03-05 12:54:21";900.00;"FC - monique depositou";1
475;67;2;1;"2025-03-05 13:34:02";300.00;"800 FC - monique depositou, reduzi 500 caberrao pagou mas não finalizou pedido";1
476;67;2;1;"2025-03-05 14:41:34";3.20;PAO;1
477;67;2;1;"2025-03-05 14:46:15";0.80;"TROCO PAO";1
478;67;2;3;"2025-03-05 14:46:35";240.00;Débito;1
479;67;2;6;"2025-03-05 14:46:35";1435.00;"Pix Chave";1
480;68;170;1;"2025-03-05 16:49:51";1800.00;FC;1
481;68;170;3;"2025-03-05 19:53:44";350.00;Débito;1
482;68;170;6;"2025-03-05 19:53:44";410.00;"Pix Chave";1
483;69;2;1;"2025-03-06 19:16:16";2250.00;"1750 FC + 500 recebeu dinheiro ontem caberrao";1
484;69;2;1;"2025-03-06 20:08:05";4.00;PAO;1
485;69;2;4;"2025-03-06 20:10:14";485.00;Crédito;0
486;69;2;3;"2025-03-06 20:10:14";785.00;Débito;0
487;69;2;6;"2025-03-06 20:10:14";1838.70;"Pix Chave";0
488;70;2;1;"2025-03-07 16:22:27";5.00;PAO;1
489;70;2;1;"2025-03-07 16:31:13";60.00;"GASOLINA MOTO FAN";1
490;70;2;1;"2025-03-07 20:11:36";1800.00;FC;1
491;70;2;1;"2025-03-07 20:26:46";100.00;FC;1
492;70;2;4;"2025-03-07 20:41:59";480.00;Crédito;0
493;70;2;3;"2025-03-07 20:41:59";465.00;Débito;0
494;70;2;6;"2025-03-07 20:41:59";3583.08;"Pix Chave";0
495;71;2;1;"2025-03-08 14:28:31";1000.00;FC;1
496;71;2;1;"2025-03-08 15:49:33";350.00;FC;1
497;71;2;1;"2025-03-08 15:56:44";4.00;PAO;1
498;71;2;4;"2025-03-08 15:57:40";350.00;Crédito;0
499;71;2;3;"2025-03-08 15:57:40";350.00;Débito;0
500;71;2;6;"2025-03-08 15:57:40";1867.25;"Pix Chave";0
501;72;170;1;"2025-03-08 19:19:39";250.00;FC;1
502;72;170;4;"2025-03-08 19:43:54";120.00;Crédito;0
503;73;170;1;"2025-03-09 09:46:26";2.40;PAO;1
504;73;170;1;"2025-03-09 14:00:03";80.00;GABRIEL;1
505;73;170;1;"2025-03-09 14:03:18";1.60;MOEDAS;1
506;73;170;1;"2025-03-09 14:04:59";1050.00;"800 FC - 250 tirou do troco - 20 colocou pix chave";1
507;73;170;4;"2025-03-09 14:06:34";120.00;Crédito;0
508;73;170;3;"2025-03-09 14:06:34";715.00;Débito;0
509;73;170;6;"2025-03-09 14:06:34";980.00;"Pix Chave";0
510;74;2;1;"2025-03-10 09:45:37";1000.00;FC;1
511;74;2;1;"2025-03-10 10:51:55";3000.00;FC;1
512;74;2;1;"2025-03-10 19:02:11";1400.00;FC;1
513;74;2;1;"2025-03-10 19:08:26";22.00;"99 CAIQUE";1
514;74;2;1;"2025-03-10 19:47:34";4.63;PAO;1
515;74;2;4;"2025-03-10 20:02:10";465.00;Crédito;0
516;74;2;7;"2025-03-10 20:02:10";130.00;"credito 2x";0
517;74;2;3;"2025-03-10 20:02:10";940.00;Débito;0
518;74;2;6;"2025-03-10 20:02:10";1005.00;"Pix Chave";0
519;75;2;1;"2025-03-11 08:30:31";1.60;PAO;1
520;75;2;1;"2025-03-11 08:30:57";0.40;Moedas;1
521;75;2;1;"2025-03-11 11:08:29";2800.00;FC;1
522;75;2;1;"2025-03-11 18:59:09";80.00;"GABRIEL  DIA";1
523;75;2;1;"2025-03-11 19:19:17";353.00;FC;1
524;75;2;4;"2025-03-11 20:01:15";60.00;Crédito;0
525;75;2;3;"2025-03-11 20:01:15";355.00;Débito;0
526;75;2;6;"2025-03-11 20:01:15";2242.96;"Pix Chave";0
527;76;2;1;"2025-03-12 12:35:45";340.00;"Uniformes 6 camisas 45,00 - 1 calça 70,00";1
528;76;2;1;"2025-03-12 15:09:19";1000.00;"FC - Monique Depositou";1
529;76;2;1;"2025-03-12 15:25:13";8.00;99-MONIQUE;1
530;76;2;1;"2025-03-12 16:18:15";60.00;"GASOLINA-MOTO FAN";1
531;76;2;1;"2025-03-12 19:46:24";600.00;FC;1
532;76;2;4;"2025-03-12 19:56:23";120.00;Crédito;0
533;76;2;3;"2025-03-12 19:56:23";215.00;Débito;0
534;76;2;6;"2025-03-12 19:56:23";1534.00;"Pix Chave";0
535;77;2;1;"2025-03-13 10:46:55";2000.00;FC;1
536;77;2;1;"2025-03-13 19:31:19";951.50;FC;1
537;77;2;1;"2025-03-13 19:40:36";120.00;"SENHOR DEIXOU GAS PAGO E QUS O DINHEIRO ";1
538;77;2;4;"2025-03-13 19:56:48";470.00;Crédito;0
539;77;2;3;"2025-03-13 19:56:48";450.00;Débito;0
540;77;2;6;"2025-03-13 19:56:48";610.00;"Pix Chave";0
541;78;2;1;"2025-03-14 10:40:26";16.60;"EDSON FEZ PIX 15,00-----Pão 1,60";1
542;78;2;1;"2025-03-14 18:52:22";1100.00;FC;1
543;78;2;1;"2025-03-14 18:52:56";3.40;MOEDAS;1
544;78;2;4;"2025-03-14 20:09:59";120.00;Crédito;0
545;78;2;3;"2025-03-14 20:10:00";345.00;Débito;0
546;78;2;6;"2025-03-14 20:10:00";1107.00;"Pix Chave";0
547;79;2;1;"2025-03-15 15:11:29";1250.00;FC;1
548;79;2;1;"2025-03-15 16:31:12";250.00;FC;1
549;79;2;1;"2025-03-15 16:31:30";1.65;MOEDAS;1
550;79;2;1;"2025-03-15 16:32:51";2.40;PAO;1
551;79;2;1;"2025-03-15 19:39:01";100.00;FC;1
552;79;2;1;"2025-03-15 19:39:31";80.00;"NOTAS DE 2,00";1
553;79;2;4;"2025-03-15 20:01:47";475.00;Crédito;0
554;79;2;3;"2025-03-15 20:01:47";945.00;Débito;0
555;79;2;6;"2025-03-15 20:01:47";4665.00;"Pix Chave";0
556;80;170;1;"2025-03-16 13:59:42";50.00;VITOR;1
557;80;170;1;"2025-03-16 14:02:47";720.00;"200 FC 520 maq + pix chave";1
558;81;2;1;"2025-03-17 11:37:50";2000.00;FC;1
559;81;2;1;"2025-03-17 16:32:03";7.90;"PAO ";1
560;81;2;1;"2025-03-17 19:18:54";100.00;FC;1
561;81;2;1;"2025-03-17 19:19:39";2.10;MOEDAS;1
562;81;2;1;"2025-03-17 19:53:56";150.00;FC;1
563;81;2;4;"2025-03-17 19:59:43";595.00;Crédito;0
564;81;2;3;"2025-03-17 19:59:43";700.00;Débito;0
565;81;2;6;"2025-03-17 19:59:43";1581.71;"Pix Chave";0
566;82;2;1;"2025-03-18 17:36:14";3.40;PAO;1
567;82;2;1;"2025-03-18 19:15:06";650.00;FC;1
568;82;2;1;"2025-03-18 19:24:53";80.70;"MOEDAS 0,70 ---- Gabriel - 80,00";1
569;82;2;1;"2025-03-18 19:55:10";250.00;FC;1
570;82;2;3;"2025-03-18 19:56:16";115.00;Débito;0
571;82;2;6;"2025-03-18 19:56:16";1292.00;"Pix Chave";0
572;83;2;1;"2025-03-19 09:06:21";2.00;"PAO 1,80---TROCO 0,20";1
573;83;2;1;"2025-03-19 12:24:33";60.00;GASOLINA;1
574;83;2;1;"2025-03-19 15:43:59";1400.00;FC;1
575;83;2;1;"2025-03-19 15:45:55";0.60;MOEDAS;1
576;83;2;1;"2025-03-19 19:31:10";150.00;FC;1
577;83;2;4;"2025-03-19 20:09:06";120.00;Crédito;0
578;83;2;3;"2025-03-19 20:09:06";910.00;Débito;0
579;83;2;6;"2025-03-19 20:09:06";1961.00;"Pix Chave";0
580;84;2;1;"2025-03-20 14:15:17";2600.00;FC;1
581;84;2;1;"2025-03-20 19:07:57";250.00;FC;1
582;84;2;1;"2025-03-20 20:02:51";2.00;PAO;1
583;84;2;4;"2025-03-20 20:05:00";535.00;Crédito;0
584;84;2;3;"2025-03-20 20:05:00";340.00;Débito;0
585;84;2;6;"2025-03-20 20:05:00";995.00;"Pix Chave";0
586;85;170;1;"2025-03-21 08:26:03";2.70;pao;1
587;85;170;1;"2025-03-21 12:11:40";2250.00;FC;1
588;85;170;1;"2025-03-21 14:38:39";453.30;"400 FC moedas 3,30 50,00-FC";1
589;85;170;4;"2025-03-21 14:42:04";115.00;Crédito;0
590;85;170;3;"2025-03-21 14:42:04";115.00;Débito;0
591;85;170;6;"2025-03-21 14:42:04";328.00;"Pix Chave";0
592;86;1;1;"2025-03-21 15:51:18";40.00;FC;1
593;86;1;1;"2025-03-21 19:23:10";135.00;FC;1
594;86;1;1;"2025-03-21 19:25:19";190.00;FC;1
595;86;1;4;"2025-03-21 19:25:27";115.00;Crédito;0
596;86;1;3;"2025-03-21 19:25:27";355.00;Débito;0
597;86;1;6;"2025-03-21 19:25:27";1160.00;"Pix Chave";0
598;87;2;1;"2025-03-22 08:24:18";2.70;PAO;1
599;87;2;1;"2025-03-22 08:24:28";10.30;Moedas;1
600;87;2;1;"2025-03-22 12:36:58";1800.00;FC;1
601;87;2;1;"2025-03-22 19:13:15";900.00;FC;1
602;87;2;1;"2025-03-22 19:50:17";0.00;PAO;1
603;87;2;4;"2025-03-22 19:58:34";470.00;Crédito;0
604;87;2;3;"2025-03-22 19:58:34";515.00;Débito;0
605;87;2;6;"2025-03-22 19:58:34";808.78;"Pix Chave";0
606;88;170;1;"2025-03-23 13:54:39";80.00;GABRIEL;1
607;88;170;1;"2025-03-23 13:58:45";302.00;"-50VITOR -250 FC-2,00-PAO ";1
608;88;170;4;"2025-03-23 14:03:34";475.00;Crédito;0
609;88;170;3;"2025-03-23 14:03:34";115.00;Débito;0
610;88;170;6;"2025-03-23 14:03:34";470.00;"Pix Chave";0
611;89;2;1;"2025-03-24 08:57:09";1000.00;FC;1
612;89;2;1;"2025-03-24 19:12:36";1100.00;FC;1
613;89;2;1;"2025-03-24 19:15:33";8.00;PAO-6,50----Troco-1,50;1
614;89;2;6;"2025-03-24 20:08:14";1170.00;"Pix Chave 720,00 debito 220,00 credito 230";1
615;90;2;1;"2025-03-25 08:17:40";3.20;PAO;1
616;90;2;1;"2025-03-25 12:10:14";850.00;FC;1
617;90;2;1;"2025-03-25 18:33:32";2.40;PAO;1
618;90;2;1;"2025-03-25 18:58:32";80.00;GABRIEL;1
619;90;2;1;"2025-03-25 19:11:26";800.00;FC;1
620;90;2;1;"2025-03-25 19:12:07";0.40;MOEDAS;1
621;90;2;3;"2025-03-25 19:57:37";795.00;Débito;0
622;90;2;6;"2025-03-25 19:57:38";1819.23;"Pix Chave";0
623;91;2;1;"2025-03-26 20:08:10";1150.00;FC;1
624;91;2;1;"2025-03-26 20:09:30";0.40;Moedas;1
625;91;2;1;"2025-03-26 20:10:29";5.60;PAO;1
626;91;2;4;"2025-03-26 20:13:01";320.00;Crédito;0
627;91;2;3;"2025-03-26 20:13:01";585.00;Débito;0
628;91;2;6;"2025-03-26 20:13:01";981.68;"Pix Chave";0
629;92;2;1;"2025-03-27 16:14:38";1550.00;FC;1
630;92;2;1;"2025-03-27 16:43:17";135.00;"PIX Monique, Vistoria Moto DYT-0B29 R$ 120,00";1
631;92;2;1;"2025-03-27 20:09:48";100.00;FC;1
632;92;2;4;"2025-03-27 20:17:55";235.00;Crédito;0
633;92;2;3;"2025-03-27 20:17:55";350.00;Débito;0
634;92;2;6;"2025-03-27 20:17:55";4188.40;"Pix Chave";0
635;93;2;1;"2025-03-28 09:16:20";1.60;PAO;1
636;93;2;1;"2025-03-28 14:06:55";500.00;"PAGAMENTO DINHEIRO CABERRAO";1
637;93;2;1;"2025-03-28 14:11:08";1100.00;"ROSE DEU EM DINHEIRO DEPOSTO";1
638;93;2;1;"2025-03-28 15:23:49";1400.00;FC;1
639;93;170;1;"2025-03-28 19:27:00";200.00;FC;1
640;93;170;1;"2025-03-28 19:28:39";1.40;MOEDAS;1
641;93;2;4;"2025-03-28 19:42:21";115.00;Crédito;0
642;93;2;3;"2025-03-28 19:42:21";115.00;Débito;0
643;93;2;6;"2025-03-28 19:42:21";927.55;"Pix Chave";0
644;94;2;1;"2025-03-29 10:09:36";1.60;PAO;1
645;94;2;1;"2025-03-29 19:00:06";1100.00;FC;1
646;94;2;1;"2025-03-29 19:04:42";25.40;MOEDAS;1
647;94;2;4;"2025-03-29 20:01:22";875.00;Crédito;0
648;94;2;3;"2025-03-29 20:01:22";235.00;Débito;0
649;94;2;6;"2025-03-29 20:01:22";4255.43;"Pix Chave";0
650;95;170;1;"2025-03-30 10:34:28";1.60;PAO;1
651;95;170;1;"2025-03-30 13:57:41";50.00;VITOR;1
652;95;170;1;"2025-03-30 14:00:25";450.40;"450-FC MOEDAS-0,40";1
653;95;170;4;"2025-03-30 14:04:05";115.00;Crédito;0
654;95;170;3;"2025-03-30 14:04:05";115.00;Débito;0
655;95;170;6;"2025-03-30 14:04:05";324.00;"Pix Chave";0
656;96;2;1;"2025-03-31 13:01:55";4.00;"RICARDO -CREDITO CLIENTE";0
657;96;2;1;"2025-03-31 13:03:05";2000.00;FC;1
658;96;2;1;"2025-03-31 15:53:47";500.00;FC;1
659;96;2;4;"2025-03-31 15:57:35";235.00;Crédito;0
660;96;2;3;"2025-03-31 15:57:35";120.00;Débito;0
661;96;2;6;"2025-03-31 15:57:35";1602.53;"Pix Chave";0
662;97;2;1;"2025-03-31 16:16:32";100.00;GASOLINA;1
663;97;170;1;"2025-03-31 16:33:01";1000.00;FC;1
664;97;170;1;"2025-03-31 19:30:37";350.00;FC;1
665;97;170;4;"2025-03-31 19:37:43";230.00;Crédito;0
666;97;170;6;"2025-03-31 19:37:43";85.00;"Pix Chave";0
667;98;2;1;"2025-04-01 13:09:57";4.80;PAO;1
668;98;170;1;"2025-04-01 19:10:56";400.00;FC;1
669;98;170;1;"2025-04-01 19:13:03";1.20;MOEDAS;1
670;98;170;1;"2025-04-01 19:31:03";80.00;GABRIEL;1
671;98;2;4;"2025-04-01 19:45:51";235.00;Crédito;0
672;98;2;3;"2025-04-01 19:45:51";710.00;Débito;0
673;98;2;6;"2025-04-01 19:45:51";1618.00;"Pix Chave";0
674;99;2;1;"2025-04-02 11:04:54";30.00;"BUCHAS DO QUADRO ELASTICO FAN 125";1
675;99;2;1;"2025-04-02 12:41:42";25.00;"PARAFUSO COM PORCA/PRISIONEIRO P MOTO FA";1
676;99;2;1;"2025-04-02 14:41:50";60.00;"PARAFUSO DO EIXO MOTO FAN 125";1
677;99;2;1;"2025-04-02 16:04:33";20.00;"MONTAGEM DE PNEU FAN 125";1
678;99;2;1;"2025-04-02 16:57:31";20.00;"TRAVA DA COROA MOTO FAN 125";1
679;99;2;1;"2025-04-02 19:04:08";1300.00;FC;1
680;99;2;1;"2025-04-02 19:04:21";1.20;MOEDAS;1
681;99;2;1;"2025-04-02 19:52:55";3.20;PAO;1
682;99;2;1;"2025-04-02 19:57:33";1.60;"PAO DE MANHA";1
683;99;2;4;"2025-04-02 20:13:52";795.00;Crédito;0
684;99;2;3;"2025-04-02 20:13:52";235.00;Débito;0
685;99;2;6;"2025-04-02 20:13:52";1070.87;"Pix Chave";0
686;100;2;1;"2025-04-03 10:48:47";9.50;"ESTANHO DE SOLDA";1
687;100;2;1;"2025-04-03 10:49:24";6.00;"FITA ISOLANTE";1
688;100;2;1;"2025-04-03 14:35:41";1000.00;FC;1
689;100;2;1;"2025-04-03 15:38:02";1.00;"MATEUS DEPOSITO CRED CLIENTE";0
690;100;170;1;"2025-04-03 17:40:12";50.00;"COMBUSTIVEL MOTO FAN";1
691;100;170;1;"2025-04-03 19:15:49";500.00;FC;1
692;100;170;1;"2025-04-03 19:27:57";1.65;MOEDAS;1
693;100;2;4;"2025-04-03 19:50:02";590.00;Crédito;0
694;100;2;3;"2025-04-03 19:50:02";465.00;Débito;0
695;100;2;6;"2025-04-03 19:50:02";539.95;"Pix Chave";0
696;101;2;1;"2025-04-04 12:55:53";88.90;"99 -  CAIQUE - 27-28-29-30-31";1
697;101;2;1;"2025-04-04 14:59:10";1200.00;FC;1
698;101;2;1;"2025-04-04 20:10:19";3242.65;"FC-220     - c.crédito= 560,00  c.débito=1005,00--pix=1457,65";1
699;102;170;1;"2025-04-05 07:56:43";3.20;PAO;1
700;102;170;1;"2025-04-05 16:19:24";1900.00;FC;1
701;102;170;1;"2025-04-05 16:19:47";4.20;MOEDAS;1
702;102;170;1;"2025-04-05 19:00:57";80.00;GABRIEL;1
703;102;170;1;"2025-04-05 19:42:19";300.00;FC;1
704;102;170;4;"2025-04-05 20:03:29";470.00;Crédito;0
705;102;170;3;"2025-04-05 20:03:29";895.00;Débito;0
706;102;170;6;"2025-04-05 20:03:29";2650.00;"Pix Chave";0
707;103;170;1;"2025-04-06 09:43:38";2.40;PAO;1
708;103;170;1;"2025-04-06 11:09:30";50.00;"GASOLINA MOTO FAN";1
709;103;170;1;"2025-04-06 13:57:27";80.00;GABRIEL;1
710;103;170;1;"2025-04-06 13:57:39";50.00;VITOR;1
711;103;170;1;"2025-04-06 14:02:32";1100.00;"900 FC 200 vitor salario";1
712;103;170;1;"2025-04-06 14:02:54";1.60;MOEDAS;1
713;103;170;4;"2025-04-06 14:15:17";230.00;Crédito;0
714;103;170;3;"2025-04-06 14:15:17";465.00;Débito;0
715;103;170;6;"2025-04-06 14:15:17";115.00;"Pix Chave";0
716;104;2;1;"2025-04-07 08:45:28";3.20;PAO;1
717;104;2;1;"2025-04-07 10:23:27";1.00;"MATEUS . CRED CLIENTE";0
718;104;2;1;"2025-04-07 10:49:58";2000.00;FC;1
719;104;170;1;"2025-04-07 14:34:09";30.00;"CONSERTO DE PNEU strada";1
720;104;2;1;"2025-04-07 16:53:03";82.70;"PAO-2,70    Gabriel - 80,00";1
721;104;2;1;"2025-04-07 19:06:14";800.00;FC;1
722;104;2;1;"2025-04-07 19:07:44";1.10;"MOEDAS ";1
723;104;2;4;"2025-04-07 19:54:08";235.00;Crédito;0
724;104;2;3;"2025-04-07 19:54:08";710.00;Débito;0
725;104;2;6;"2025-04-07 19:54:08";2330.22;"Pix Chave";0
726;105;2;1;"2025-04-08 12:47:01";1000.00;FC;1
727;105;2;1;"2025-04-08 15:48:49";22.45;"Moto DYT0B29 - Reconhecimento recibo compra e venda";1
728;105;2;1;"2025-04-08 18:58:23";80.00;GABRIEL;1
729;105;2;1;"2025-04-08 19:14:33";350.00;FC;1
730;105;2;1;"2025-04-08 19:35:02";1.10;MOEDAS;1
731;105;2;1;"2025-04-08 19:36:10";5.40;PAO;1
732;105;2;4;"2025-04-08 19:52:30";120.00;Crédito;0
733;105;2;3;"2025-04-08 19:52:30";465.00;Débito;0
734;105;2;6;"2025-04-08 19:52:30";2151.07;"Pix Chave";0
735;106;2;1;"2025-04-09 08:27:47";3.20;PAO;1
736;106;2;1;"2025-04-09 14:28:36";1500.00;FC;1
737;106;2;1;"2025-04-09 14:36:26";20.50;"MONIQUE FEZ PIX";0
738;106;2;1;"2025-04-09 14:38:58";0.30;MOEDAS;0
739;106;2;4;"2025-04-09 14:39:14";115.00;Crédito;0
740;106;2;3;"2025-04-09 14:39:14";240.00;Débito;0
741;106;2;6;"2025-04-09 14:39:14";543.56;"Pix Chave";0
742;107;170;1;"2025-04-09 18:22:03";50.00;"GASOLINA-MOTO FAN";1
743;107;170;1;"2025-04-09 19:00:36";80.00;GABRIEL;1
744;107;170;1;"2025-04-09 19:29:56";700.00;FC;1
745;107;170;1;"2025-04-09 19:30:35";1.40;MOEDAS;1
746;107;170;3;"2025-04-09 19:41:57";140.00;Débito;0
747;107;170;6;"2025-04-09 19:41:57";185.00;"Pix Chave";0
748;108;2;1;"2025-04-10 12:27:27";185.00;"5 MANGUEIRAS P45 ---- 1 CAMISA LIQUIGAS";1
749;108;2;1;"2025-04-10 15:29:14";3.20;PAO;1
750;108;170;1;"2025-04-10 19:01:12";80.00;GABRIEL;1
751;108;170;1;"2025-04-10 19:18:25";700.00;FC;1
752;108;170;1;"2025-04-10 19:35:26";2.80;MOEDAS;1
753;108;2;4;"2025-04-10 19:44:07";355.00;Crédito;0
754;108;2;3;"2025-04-10 19:44:07";215.00;Débito;0
755;108;2;6;"2025-04-10 19:44:07";2817.42;"Pix Chave";0
756;109;2;1;"2025-04-11 09:19:01";1.60;PAO;0
757;109;2;1;"2025-04-11 10:57:46";200.00;"CASCO BOTIJAO";1
758;109;2;1;"2025-04-11 12:11:11";1000.00;FC;1
759;109;2;1;"2025-04-11 19:06:03";80.00;GABRIEL;0
760;109;2;1;"2025-04-11 19:06:15";650.00;FC;1
761;109;2;3;"2025-04-11 19:58:25";240.00;Débito;0
762;109;2;6;"2025-04-11 19:58:25";1327.20;"Pix Chave";0
763;110;2;1;"2025-04-12 14:01:10";1000.00;FC;1
764;110;170;1;"2025-04-12 19:00:02";84.00;"-80 GABRIEL 4,00-pão";0
765;110;170;1;"2025-04-12 19:25:09";450.00;FC;1
766;110;170;1;"2025-04-12 19:26:39";0.40;MOEDAS;1
767;110;2;4;"2025-04-12 19:34:13";560.00;Crédito;0
768;110;2;7;"2025-04-12 19:34:13";115.00;"credito 2x";0
769;110;2;3;"2025-04-12 19:34:13";220.00;Débito;0
770;110;2;6;"2025-04-12 19:34:13";1044.00;"Pix Chave";0
771;111;170;1;"2025-04-13 09:52:25";2.40;PAO;0
772;111;170;1;"2025-04-13 13:48:35";900.00;FC;1
773;111;170;1;"2025-04-13 13:49:39";2.60;MOEDAS;1
774;111;170;1;"2025-04-13 14:02:15";80.00;GABRIEL;0
775;111;170;4;"2025-04-13 14:21:43";120.00;Crédito;0
776;111;170;7;"2025-04-13 14:21:43";120.00;"credito 2x";0
777;111;170;3;"2025-04-13 14:21:43";475.00;Débito;0
