tab_contasapagar_id_contasapagar;tab_contasapagar_id_contasapagarsetor;tab_contasapagar_id_entidade;tab_contasapagar_datacad;tab_contasapagar_descricao;tab_contasapagar_vencimento;tab_contasapagar_valor;tab_contasapagar_datapago;tab_contasapagar_valorpago;tab_contasapagar_obs
231;8;1;"2025-02-13 15:08:12";"1 margarina Qually 1kg";"2025-02-13 00:00:00";12.58;"2025-02-13 00:00:00";12.58;
232;8;1;"2025-02-13 15:08:42";"1 cafe fort 500g";"2025-02-13 00:00:00";25.98;"2025-02-13 00:00:00";25.98;
233;6;1;"2025-02-13 15:49:16";"Ventilador De Coluna Ventisol Turbo 6 Pás 50cm Preto 127v";"2025-02-13 00:00:00";190.83;"2025-02-13 00:00:00";190.83;
234;6;1;"2025-02-13 16:13:12";"Material para plataforma e entrada do gás";"2025-02-08 00:00:00";804.96;"2025-02-08 00:00:00";804.96;
235;5;1;"2025-02-13 16:13:44";"2 par de luvas mão raspa cano curto";"2025-02-08 00:00:00";31.58;"2025-02-08 00:00:00";31.58;
236;4;1;"2025-02-13 17:33:21";"Conserto mola caminhão";"2025-02-13 00:00:00";1110.00;"2025-02-13 00:00:00";1110.00;
237;8;1;"2025-02-13 17:36:48";Pão;"2025-02-01 00:00:00";6.40;"2025-02-01 00:00:00";6.40;
238;4;1;"2025-02-13 17:37:02";"Diesel Caminhão";"2025-02-01 00:00:00";100.00;"2025-02-01 00:00:00";100.00;
239;5;1;"2025-02-13 17:37:40";"Domingo Moto Gabriel";"2025-02-02 00:00:00";80.00;"2025-02-02 00:00:00";80.00;
240;8;1;"2025-02-13 17:37:50";Pão;"2025-02-02 00:00:00";4.00;"2025-02-02 00:00:00";4.00;
241;8;1;"2025-02-13 17:38:05";Pão;"2025-02-03 00:00:00";6.40;"2025-02-03 00:00:00";6.40;
242;6;1;"2025-02-13 17:38:47";"Corda para moto";"2025-02-04 00:00:00";12.45;"2025-02-04 00:00:00";12.45;
243;8;1;"2025-02-13 17:38:54";Pão;"2025-02-04 00:00:00";4.80;"2025-02-04 00:00:00";4.80;
244;5;1;"2025-02-13 17:42:45";"Adiantamento Carta Gabriel";"2025-02-05 00:00:00";300.00;"2025-02-05 00:00:00";300.00;
245;8;1;"2025-02-13 17:43:44";Pão;"2025-02-05 00:00:00";4.80;"2025-02-05 00:00:00";4.80;
246;4;1;"2025-02-13 17:44:28";"Gasolina moto YBR";"2025-02-06 00:00:00";50.00;"2025-02-06 00:00:00";50.00;
247;8;1;"2025-02-13 17:45:16";Pao;"2025-02-07 00:00:00";3.25;"2025-02-07 00:00:00";3.25;
248;8;1;"2025-02-13 17:45:32";Pão;"2025-02-08 00:00:00";4.80;"2025-02-08 00:00:00";4.80;
249;8;1;"2025-02-13 17:45:58";Pão;"2025-02-09 00:00:00";4.80;"2025-02-09 00:00:00";4.80;
250;4;1;"2025-02-13 17:46:12";"Gasolina YBR";"2025-02-09 00:00:00";50.00;"2025-02-09 00:00:00";50.00;
251;8;1;"2025-02-13 17:46:38";Pão;"2025-02-10 00:00:00";4.80;"2025-02-10 00:00:00";4.80;
252;6;1;"2025-02-13 17:47:03";"Benjamin para tomada";"2025-02-10 00:00:00";5.00;"2025-02-10 00:00:00";5.00;
253;8;1;"2025-02-13 17:47:23";Pão;"2025-02-11 00:00:00";4.80;"2025-02-11 00:00:00";4.80;
254;8;1;"2025-02-13 17:47:48";Pão;"2025-02-12 00:00:00";4.00;"2025-02-12 00:00:00";4.00;
255;5;1;"2025-02-13 17:56:19";"Adiantamento CNH Gabriel";"2025-02-12 00:00:00";180.00;"2025-02-12 00:00:00";180.00;
256;6;1;"2025-02-13 17:56:58";"Plug tomada";"2025-02-12 00:00:00";12.90;"2025-02-12 00:00:00";12.90;
257;4;1;"2025-02-13 17:57:25";"Gasolina moto YBR";"2025-02-12 00:00:00";50.00;"2025-02-12 00:00:00";50.00;
258;4;2;"2025-02-13 19:36:37";"Par de espelho retrovisor caminhão";"2025-02-13 00:00:00";83.40;"2025-02-13 00:00:00";83.40;
259;4;2;"2025-02-14 13:44:15";"chave para bomba de oleo cg125";"2025-02-14 00:00:00";54.99;"2025-02-14 00:00:00";54.99;
260;6;1;"2025-02-14 15:16:02";"2 cordas elástica para amarrar carga na moto";"2025-02-14 00:00:00";20.00;"2025-02-14 00:00:00";20.00;
262;7;2;"2025-02-14 16:03:04";"200 botijões com gás";"2025-02-19 00:00:00";15864.00;"2025-02-19 00:00:00";15864.00;
263;4;1;"2025-02-14 18:15:20";"Gasolina Strada 193837 km";"2025-02-14 00:00:00";312.10;"2025-02-14 00:00:00";312.10;
264;8;1;"2025-02-14 18:16:41";Pão;"2025-02-13 00:00:00";3.20;"2025-02-13 00:00:00";3.20;
265;6;1;"2025-02-14 18:17:28";"Adiantamento Valdo - Obra plataforma, cx de esgoto e rampa de entrada";"2025-02-14 00:00:00";200.00;"2025-02-14 00:00:00";200.00;
266;7;1;"2025-02-14 18:35:24";"200 botijões com gás Hélio";"2025-02-14 00:00:00";15500.00;"2025-02-14 00:00:00";15500.00;
267;7;1;"2025-02-15 10:53:29";"111 P13 envasados + 4 vasilhames P13";"2025-02-15 00:00:00";9098.00;"2025-02-15 00:00:00";9098.00;
268;9;2;"2025-02-15 13:29:44";"chip da vivo";"2025-02-15 00:00:00";19.00;"2025-02-15 00:00:00";19.00;
269;6;1;"2025-02-16 13:18:35";"Geladeira Consul refrigerador separado";"2025-02-16 00:00:00";750.00;"2025-02-16 00:00:00";750.00;
270;5;1;"2025-02-17 14:47:57";"Domingo Moto Gabriel";"2025-02-16 00:00:00";80.00;"2025-02-16 00:00:00";80.00;
271;5;1;"2025-02-17 15:56:34";"GPS 01 2025";"2025-02-17 00:00:00";166.98;"2025-02-17 00:00:00";166.98;
272;6;1;"2025-02-18 09:26:17";"50 buchas com parafusos 6mm arruelados";"2025-02-18 00:00:00";12.00;"2025-02-18 00:00:00";12.00;
273;6;1;"2025-02-18 12:43:33";"Balança De Plataforma Digital Menezes 200kg 40x30 1 ano garantia";"2025-02-18 00:00:00";393.60;"2025-02-18 00:00:00";393.60;
274;7;2;"2025-02-18 15:08:55";"248 botijões com gás";"2025-02-26 00:00:00";19671.36;"2025-02-26 00:00:00";19671.36;
275;6;1;"2025-02-19 15:40:33";"Adiantamento Pedreiro Valdo";"2025-02-19 00:00:00";1000.00;"2025-02-19 00:00:00";1000.00;
276;4;1;"2025-02-19 17:48:54";"strada - cx direção - amort. diant. - reparo tromb. - rolamento - junta tampa valv. - filtro de oleo";"2025-02-19 00:00:00";3200.00;"2025-02-19 00:00:00";3200.00;
277;7;2;"2025-02-19 19:13:16";"50 botijões com gás";"2025-02-24 00:00:00";4557.84;"2025-02-24 00:00:00";4557.84;
278;4;2;"2025-02-19 19:15:06";"soldas na moto fan ";"2025-02-19 00:00:00";70.00;"2025-02-19 00:00:00";70.00;
279;5;1;"2025-02-19 19:58:19";"Vale gabriel R$ 1.000,00 Descontado 600 dos 1.618,77 pago pelo sacolao";"2025-02-19 00:00:00";400.00;"2025-02-19 00:00:00";400.00;
280;5;1;"2025-02-19 19:58:39";"Adiantamento gabriel cnh";"2025-02-19 00:00:00";260.00;"2025-02-19 00:00:00";260.00;
281;4;1;"2025-02-19 21:24:18";"6 placas advertência gás inflamável para courier";"2025-02-19 00:00:00";41.79;"2025-02-19 00:00:00";41.79;
282;1;1;"2025-02-20 11:54:54";"DAS 01 2025";"2025-02-20 00:00:00";133.71;"2025-02-20 00:00:00";133.71;
283;8;1;"2025-02-21 13:30:57";"Bala butter 500g menta";"2025-02-20 00:00:00";15.90;"2025-02-20 00:00:00";15.90;
284;8;1;"2025-02-21 13:32:12";"Bala chicle bolete 500g";"2025-02-20 00:00:00";9.79;"2025-02-20 00:00:00";9.79;
285;8;1;"2025-02-21 13:33:34";"5 kg de açúcar união";"2025-02-20 00:00:00";19.45;"2025-02-20 00:00:00";19.45;
286;10;1;"2025-02-21 13:34:29";"Agua sanitaria agifacil 5l";"2025-02-20 00:00:00";9.30;"2025-02-20 00:00:00";9.30;
287;10;1;"2025-02-21 13:35:10";"Detergente agifacil 5l neutro";"2025-02-20 00:00:00";13.90;"2025-02-20 00:00:00";13.90;
288;10;1;"2025-02-21 13:35:47";"Desinfetante agifacil 5l lavanda";"2025-02-20 00:00:00";9.90;"2025-02-20 00:00:00";9.90;
289;8;1;"2025-02-21 13:36:42";"12l leite integral paulista";"2025-02-20 00:00:00";59.88;"2025-02-20 00:00:00";59.88;
290;10;1;"2025-02-21 13:37:25";"pepel higienico 24x30 personal";"2025-02-20 00:00:00";39.00;"2025-02-20 00:00:00";39.00;
291;8;1;"2025-02-21 13:38:38";"2 cafe fort 500g";"2025-02-20 00:00:00";47.00;"2025-02-20 00:00:00";47.00;
292;10;1;"2025-02-21 13:39:11";"4 esponja alklin";"2025-02-20 00:00:00";4.09;"2025-02-20 00:00:00";4.09;
293;1;1;"2025-02-21 16:47:01";"Recarga celular gás 11 9 3738-9568";"2025-02-21 00:00:00";30.00;"2025-02-21 00:00:00";30.00;
294;7;2;"2025-02-22 17:09:51";"110 botijões com gás";"2025-03-05 00:00:00";8725.20;"2025-03-05 00:00:00";8725.20;
295;7;1;"2025-02-22 20:45:41";"Stefano 100 botijoes";"2025-02-22 00:00:00";7750.00;"2025-02-22 00:00:00";7750.00;
296;5;1;"2025-02-25 10:09:19";"2 par luva mão raspa cano curto";"2025-02-24 00:00:00";31.60;"2025-02-24 00:00:00";31.60;
297;4;1;"2025-02-25 10:49:16";"Carburador Moto BYK-9J79";"2025-02-25 00:00:00";84.00;"2025-02-25 00:00:00";84.00;
298;6;1;"2025-02-25 12:34:57";"1 metro de pedra";"2025-02-25 00:00:00";259.70;"2025-02-25 00:00:00";259.70;
299;4;1;"2025-02-25 15:46:38";"Licenciamento 2025 YBR";"2025-02-25 00:00:00";90.94;"2025-02-25 00:00:00";90.94;
300;1;1;"2025-02-26 11:33:03";"Conta de água";"2025-02-26 00:00:00";82.07;"2025-02-26 00:00:00";82.07;
301;7;2;"2025-02-26 19:29:04";"178 botijões com gás - 2 p45";"2025-03-06 00:00:00";14710.80;"2025-03-06 00:00:00";14710.80;
302;4;1;"2025-02-27 11:14:53";"20l oleo caminhão";"2025-02-27 00:00:00";269.25;"2025-02-27 00:00:00";269.25;
303;9;1;"2025-02-27 14:46:12";"Anúncio Google ADS";"2025-02-27 00:00:00";150.00;"2025-02-27 00:00:00";150.00;
304;7;2;"2025-02-28 17:19:03";"200 botijões com gás";"2025-03-10 00:00:00";15864.00;"2025-03-10 00:00:00";15864.00;
305;5;1;"2025-02-28 18:54:58";"Acerto Gabriel R$ 1.497,54 Descontado R$ 1.018,77 dos 1.618,77 pago pelo sacolao";"2025-02-28 00:00:00";478.77;"2025-02-28 00:00:00";478.77;
306;4;1;"2025-02-28 21:17:56";"Vistoria moto";"2025-02-24 00:00:00";120.00;"2025-02-24 00:00:00";120.00;
307;6;1;"2025-03-01 17:36:32";"Sacola Plástica 35x45x1000 un";"2025-03-01 00:00:00";67.00;"2025-03-01 00:00:00";67.00;
309;4;1;"2025-03-03 09:21:38";"Gasolina strada 194189 km";"2025-03-03 00:00:00";308.00;"2025-03-03 00:00:00";308.00;
310;7;1;"2025-03-03 11:34:45";"100 gás Stefano";"2025-03-03 00:00:00";7750.00;"2025-03-03 00:00:00";7750.00;
311;1;1;"2025-03-03 12:25:06";"Segurança Loja - Juarez";"2025-03-03 00:00:00";400.00;"2025-03-03 00:00:00";400.00;
312;1;1;"2025-03-03 13:22:13";"Conta de telefone 4489-0436";"2025-03-03 00:00:00";66.00;"2025-03-03 00:00:00";66.00;
313;6;1;"2025-03-05 18:09:48";"3 m de areia 1 m de pedra - Prado Comercial";"2025-03-05 00:00:00";889.10;"2025-03-05 00:00:00";889.10;
314;1;1;"2025-03-05 18:10:39";"Odair 03 de 10";"2025-04-05 00:00:00";12000.00;"2025-04-05 00:00:00";12000.00;
315;1;1;"2025-03-05 18:15:32";Aluguel;"2025-03-15 00:00:00";3500.00;"2025-03-15 00:00:00";3500.00;
316;5;1;"2025-03-05 18:58:00";"Salário Caíque";"2025-03-05 00:00:00";3272.92;"2025-03-05 00:00:00";3272.92;
317;5;1;"2025-03-05 19:23:27";"Vitor domingo 02/03";"2025-03-03 00:00:00";50.00;"2025-03-03 00:00:00";50.00;
318;7;1;"2025-03-05 19:25:40";"100 gas stefano";"2025-03-05 00:00:00";7750.00;"2025-03-08 00:00:00";7750.00;
319;9;1;"2025-03-06 15:32:58";"1000 imãs geladeira 48x70mm imã total - 360imprimir";"2025-03-06 00:00:00";409.98;"2025-03-06 00:00:00";409.98;
320;7;1;"2025-03-06 19:52:35";"170 gás copagas";"2025-03-14 00:00:00";13484.40;"2025-03-14 00:00:00";13484.40;
321;7;1;"2025-03-08 13:13:29";"15 gas completo";"2025-03-08 00:00:00";2700.00;"2025-03-08 00:00:00";2700.00;
322;7;1;"2025-03-08 19:12:15";"200 P13 Copagas";"2025-03-17 00:00:00";15864.00;"2025-03-17 00:00:00";15864.00;
323;5;1;"2025-03-09 14:23:01";"Dia vitor";"2025-03-09 00:00:00";50.00;"2025-03-09 00:00:00";50.00;
324;9;1;"2025-03-10 12:32:11";"25 talões recibos 100x150mm 100 fls";"2025-03-10 00:00:00";545.52;"2025-03-10 00:00:00";545.52;
325;6;1;"2025-03-10 17:58:03";"10 blocos de cimento";"2025-03-07 00:00:00";23.00;"2025-03-07 00:00:00";23.00;
326;6;1;"2025-03-10 17:58:59";"10 sacos de cimento";"2025-03-07 00:00:00";300.00;"2025-03-07 00:00:00";300.00;
327;1;1;"2025-03-10 19:13:28";"Rede taxas 2,11%";"2025-02-28 00:00:00";346.31;"2025-02-28 00:00:00";346.31;
328;5;1;"2025-03-11 14:20:19";"Exame admissional Caíque";"2025-03-11 00:00:00";244.00;"2025-03-11 00:00:00";244.00;
329;7;1;"2025-03-11 18:49:29";"200 gás Copagas";"2025-03-19 00:00:00";15864.00;"2025-03-19 00:00:00";15864.00;
330;7;1;"2025-03-13 10:45:56";"100 gás Stefano";"2025-03-12 00:00:00";7750.00;"2025-03-13 00:00:00";7750.00;
331;6;1;"2025-03-13 14:44:15";"Acerto Pedreiro Valdo 2k";"2025-03-13 00:00:00";800.00;"2025-03-13 00:00:00";800.00;
332;3;1;"2025-03-13 15:09:48";"Honorário 02 2025";"2025-03-13 00:00:00";450.00;"2025-03-13 00:00:00";450.00;
333;3;1;"2025-03-13 15:10:05";"Honorário 03 2025";"2025-04-15 00:00:00";450.00;"2025-04-14 00:00:00";450.00;
334;1;1;"2025-03-13 15:10:31";"DAS 02 2025";"2025-03-20 00:00:00";5073.68;"2025-03-20 00:00:00";5073.68;
335;5;1;"2025-03-13 15:11:35";"GPS 02 2025";"2025-03-20 00:00:00";166.98;"2025-03-20 00:00:00";166.98;
337;7;1;"2025-03-13 19:32:38";"200 gas copagás";"2025-03-24 00:00:00";15864.00;"2025-03-24 00:00:00";15864.00;
338;7;1;"2025-03-15 14:56:36";"100 gás Stefano";"2025-03-15 00:00:00";7900.00;"2025-03-15 00:00:00";7900.00;
339;1;1;"2025-03-15 15:23:59";Aluguel;"2025-04-15 00:00:00";3500.00;"2025-04-15 00:00:00";3500.00;
340;9;1;"2025-03-17 10:39:27";"1000 bacias brindes 01 de 03";"2025-04-13 00:00:00";493.33;"2025-04-13 00:00:00";493.33;
341;9;1;"2025-03-17 10:39:49";"1000 bacias brindes 02 de 03";"2025-05-13 00:00:00";493.33;;0.00;
342;9;1;"2025-03-17 10:40:10";"1000 bacias brindes 03 de 03";"2025-06-13 00:00:00";493.34;;0.00;
343;7;1;"2025-03-17 17:39:21";"200 gas Copagas";"2025-03-25 00:00:00";16142.00;"2025-03-25 00:00:00";16142.00;
344;1;1;"2025-03-17 17:58:03";"Pagbank taxas 1,58%";"2025-01-31 00:00:00";879.83;"2025-01-31 00:00:00";879.83;
345;1;1;"2025-03-17 17:58:24";"Pagbank Taxas 1,83%";"2025-02-28 00:00:00";701.50;"2025-02-28 00:00:00";701.50;
346;8;1;"2025-03-17 18:32:21";Pão;"2025-02-14 00:00:00";4.00;"2025-02-14 00:00:00";4.00;
347;10;1;"2025-03-17 18:32:44";"Cloro e desinfetante";"2025-02-15 00:00:00";13.00;"2025-02-15 00:00:00";13.00;
348;8;1;"2025-03-17 18:33:02";Pão;"2025-02-15 00:00:00";4.00;"2025-02-15 00:00:00";4.00;
349;1;1;"2025-03-17 18:33:20";"Chip Vivo";"2025-02-15 00:00:00";19.00;"2025-02-15 00:00:00";19.00;
350;8;1;"2025-03-17 18:33:33";Pão;"2025-02-16 00:00:00";4.00;"2025-02-16 00:00:00";4.00;
351;8;1;"2025-03-17 18:33:50";Pão;"2025-02-17 00:00:00";3.20;"2025-02-17 00:00:00";3.20;
352;5;1;"2025-03-17 18:34:05";"99 para Caíque";"2025-02-17 00:00:00";5.00;"2025-02-17 00:00:00";5.00;
353;4;1;"2025-03-17 18:34:31";"Gasolina YBR";"2025-02-18 00:00:00";50.00;"2025-02-18 00:00:00";50.00;
354;8;1;"2025-03-17 18:34:41";Pão;"2025-02-18 00:00:00";4.00;"2025-02-18 00:00:00";4.00;
355;4;1;"2025-03-17 18:35:09";"2l óleo para moto";"2025-02-19 00:00:00";50.00;"2025-02-19 00:00:00";50.00;
356;4;1;"2025-03-17 18:35:22";"Rolamento moto Fan";"2025-02-19 00:00:00";50.00;"2025-02-19 00:00:00";50.00;
357;4;1;"2025-03-17 18:35:40";"Junta para tampa de embreagem";"2025-02-19 00:00:00";20.00;"2025-02-19 00:00:00";20.00;
358;4;1;"2025-03-17 18:35:55";"Filtro Centrífugo";"2025-02-19 00:00:00";60.00;"2025-02-19 00:00:00";60.00;
359;8;1;"2025-03-17 18:36:09";Pão;"2025-02-19 00:00:00";3.20;"2025-02-19 00:00:00";3.20;
360;4;1;"2025-03-17 18:36:31";Gasolina;"2025-02-20 00:00:00";32.00;"2025-02-20 00:00:00";32.00;
361;5;1;"2025-03-17 18:36:49";"99 para Caíque";"2025-02-20 00:00:00";10.50;"2025-02-20 00:00:00";10.50;
362;6;1;"2025-03-17 18:37:27";"10 sacos de Cimento";"2025-02-21 00:00:00";268.90;"2025-02-21 00:00:00";268.90;
363;6;1;"2025-03-17 18:38:04";"Pilha palito e 1 pasta para documento";"2025-02-21 00:00:00";9.90;"2025-02-21 00:00:00";9.90;
364;8;1;"2025-03-17 18:38:18";Pão;"2025-02-21 00:00:00";6.00;"2025-02-21 00:00:00";6.00;
365;8;1;"2025-03-17 18:38:36";Pão;"2025-02-22 00:00:00";4.00;"2025-02-22 00:00:00";4.00;
366;4;1;"2025-03-17 18:39:30";"99 para Caíque";"2025-02-23 00:00:00";40.00;"2025-02-23 00:00:00";40.00;
367;8;1;"2025-03-17 18:40:23";Pao;"2025-02-23 00:00:00";1.60;"2025-02-23 00:00:00";1.60;
368;8;1;"2025-03-17 18:40:38";Pao;"2025-02-24 00:00:00";2.45;"2025-02-24 00:00:00";2.45;
369;8;1;"2025-03-17 18:41:56";Pao;"2025-02-25 00:00:00";3.20;"2025-02-25 00:00:00";3.20;
370;8;1;"2025-03-17 18:42:17";Pão;"2025-02-26 00:00:00";4.80;"2025-02-26 00:00:00";4.80;
371;8;1;"2025-03-17 18:42:33";Pão;"2025-02-27 00:00:00";2.40;"2025-02-27 00:00:00";2.40;
372;4;1;"2025-03-17 18:42:58";"Terminal de bateria caminhão";"2025-02-28 00:00:00";15.00;"2025-02-28 00:00:00";15.00;
373;4;1;"2025-03-17 18:43:08";Gasolina;"2025-02-28 00:00:00";50.00;"2025-02-28 00:00:00";50.00;
374;8;1;"2025-03-17 18:43:16";Pão;"2025-02-28 00:00:00";3.45;"2025-02-28 00:00:00";3.45;
375;4;1;"2025-03-18 10:57:46";"Tranferência Moto YBR";"2025-03-18 00:00:00";680.00;"2025-03-18 00:00:00";680.00;
376;1;1;"2025-03-18 12:51:08";"ARTT para AVCB";"2025-01-25 00:00:00";500.00;"2025-01-25 00:00:00";500.00;
377;1;1;"2025-03-18 12:53:31";"Santander tarifa Dez";"2025-01-20 00:00:00";160.00;"2025-01-20 00:00:00";160.00;
378;5;1;"2025-03-18 12:58:32";"Prolabore Monique";"2025-02-20 00:00:00";2000.00;"2025-02-20 00:00:00";2000.00;
379;1;1;"2025-03-18 14:20:05";"Santander Tarifa jan 2025";"2025-02-10 00:00:00";160.00;"2025-02-10 00:00:00";160.00;
380;4;1;"2025-03-18 14:21:40";"Peças moto 125, relação, bateria, embreagem";"2025-02-10 00:00:00";317.38;"2025-02-10 00:00:00";317.38;
381;5;1;"2025-03-18 14:34:50";"2 Capacetes para moto";"2025-02-10 00:00:00";185.21;"2025-02-10 00:00:00";185.21;
382;5;1;"2025-03-18 14:35:32";"Prolabore Monique";"2025-02-05 00:00:00";2000.00;"2025-02-05 00:00:00";2000.00;
383;5;1;"2025-03-18 14:40:37";"Acerto João Vitor";"2025-02-02 00:00:00";995.00;"2025-02-02 00:00:00";995.00;
384;4;1;"2025-03-19 12:13:47";"99 retorno do caíque para depósito";"2025-03-19 00:00:00";5.00;"2025-03-19 00:00:00";5.00;
385;5;1;"2025-03-19 15:12:26";"Bota para funcionário (caíque)";"2025-03-19 00:00:00";53.40;"2025-03-19 00:00:00";53.40;
386;4;1;"2025-03-19 17:45:04";"Combustível Strada";"2025-03-19 00:00:00";262.10;"2025-03-19 00:00:00";262.10;
387;5;1;"2025-03-20 10:01:38";"Dia moto Gabriel";"2025-03-18 00:00:00";80.00;"2025-03-18 00:00:00";80.00;
388;8;1;"2025-03-20 10:02:41";Pão;"2025-03-19 00:00:00";1.80;"2025-03-19 00:00:00";1.80;
390;1;1;"2025-03-20 16:38:09";"Recarga (11) 9 6287-8486";"2025-03-20 00:00:00";30.00;"2025-03-20 00:00:00";30.00;
391;7;1;"2025-03-21 12:04:39";"217 p13 3 p45 copagas";"2025-03-28 00:00:00";18416.26;"2025-03-28 00:00:00";18416.26;
392;5;1;"2025-03-22 18:36:52";"Prolabore Monique";"2025-03-20 00:00:00";2000.00;"2025-03-20 00:00:00";2000.00;
393;8;1;"2025-03-23 09:28:27";Pão;"2025-03-22 00:00:00";2.70;"2025-03-22 00:00:00";2.70;
394;8;1;"2025-03-23 09:28:44";Pão;"2025-03-21 00:00:00";2.70;"2025-03-21 00:00:00";2.70;
395;8;1;"2025-03-23 09:29:01";Pão;"2025-03-20 00:00:00";2.00;"2025-03-20 00:00:00";2.00;
396;4;1;"2025-03-23 09:30:15";Gasolina;"2025-03-19 00:00:00";60.00;"2025-03-19 00:00:00";60.00;
397;8;1;"2025-03-23 09:30:37";Pao;"2025-03-18 00:00:00";3.40;"2025-03-18 00:00:00";3.40;
398;8;1;"2025-03-23 09:32:21";Pão;"2025-03-17 00:00:00";7.90;"2025-03-17 00:00:00";7.90;
399;5;1;"2025-03-23 09:32:50";"Dia Domingo Vitor";"2025-03-16 00:00:00";50.00;"2025-03-16 00:00:00";50.00;
400;8;1;"2025-03-23 09:33:06";Pão;"2025-03-15 00:00:00";2.40;"2025-03-15 00:00:00";2.40;
401;8;1;"2025-03-23 09:33:32";Pão;"2025-03-14 00:00:00";1.60;"2025-03-14 00:00:00";1.60;
402;1;1;"2025-03-23 09:34:11";"Uniformes 6 camisas 45,00 - 1 calça 70,00";"2025-03-12 00:00:00";340.00;"2025-03-12 00:00:00";340.00;
403;4;1;"2025-03-23 09:34:25";"99 Monique";"2025-03-12 00:00:00";8.00;"2025-03-12 00:00:00";8.00;
404;4;1;"2025-03-23 09:34:39";"Gasolina Moto Fan";"2025-03-12 00:00:00";60.00;"2025-03-12 00:00:00";60.00;
405;8;1;"2025-03-23 09:34:53";Pão;"2025-03-11 00:00:00";1.60;"2025-03-11 00:00:00";1.60;
406;5;1;"2025-03-23 09:35:07";"Dia Moto Gabriel";"2025-03-11 00:00:00";80.00;"2025-03-11 00:00:00";80.00;
407;4;1;"2025-03-23 09:37:00";"99 Caíque";"2025-03-10 00:00:00";22.00;"2025-03-10 00:00:00";22.00;
408;8;1;"2025-03-23 09:37:54";Pão;"2025-03-10 00:00:00";4.63;"2025-03-10 00:00:00";4.63;
409;8;1;"2025-03-23 09:38:10";Pão;"2025-03-09 00:00:00";2.40;"2025-03-09 00:00:00";2.40;
410;5;1;"2025-03-23 09:38:22";"Dia Moto Gabriel";"2025-03-09 00:00:00";80.00;"2025-03-09 00:00:00";80.00;
411;8;1;"2025-03-23 09:38:40";Pão;"2025-03-08 00:00:00";4.00;"2025-03-08 00:00:00";4.00;
412;8;1;"2025-03-23 09:38:54";Pão;"2025-03-07 00:00:00";5.00;"2025-03-07 00:00:00";5.00;
413;4;1;"2025-03-23 09:39:04";"Gasolina Moto Fan";"2025-03-07 00:00:00";60.00;"2025-03-07 00:00:00";60.00;
414;8;1;"2025-03-23 09:40:29";Pão;"2025-03-06 00:00:00";4.00;"2025-03-06 00:00:00";4.00;
415;4;1;"2025-03-23 09:41:00";"Cabo acelerador FAN 125";"2025-03-05 00:00:00";30.00;"2025-03-05 00:00:00";30.00;
416;1;1;"2025-03-23 09:41:17";"Chip Vivo";"2025-03-05 00:00:00";24.00;"2025-03-05 00:00:00";24.00;
417;8;1;"2025-03-23 09:41:35";Pão;"2025-03-05 00:00:00";3.20;"2025-03-05 00:00:00";3.20;
418;8;1;"2025-03-23 09:48:46";Pão;"2025-03-04 00:00:00";4.00;"2025-03-04 00:00:00";4.00;
419;4;1;"2025-03-23 09:48:58";"99 Caíque";"2025-03-04 00:00:00";19.00;"2025-03-04 00:00:00";19.00;
420;4;1;"2025-03-23 09:49:23";"Gasolina YBR";"2025-03-03 00:00:00";50.00;"2025-03-03 00:00:00";50.00;
421;8;1;"2025-03-23 09:50:23";Pão;"2025-03-01 00:00:00";4.00;"2025-03-01 00:00:00";4.00;
422;5;1;"2025-03-23 14:16:33";"Dia Vitor";"2025-03-23 00:00:00";50.00;"2025-03-23 00:00:00";50.00;
423;8;1;"2025-03-23 14:16:40";Pão;"2025-03-23 00:00:00";2.00;"2025-03-23 00:00:00";2.00;
424;1;1;"2025-03-24 12:04:56";"Conta de Luz Hortifruti 164 KW";"2025-03-24 00:00:00";116.59;"2025-03-24 00:00:00";116.59;
425;1;1;"2025-03-24 12:20:29";"Conta de luz elektro";"2025-03-24 00:00:00";125.43;"2025-03-24 00:00:00";125.43;
426;7;1;"2025-03-25 17:42:10";"200 P13 Stefano";"2025-03-30 00:00:00";15800.00;"2025-03-31 00:00:00";15800.00;
427;8;1;"2025-03-25 19:17:45";Pão;"2025-03-24 00:00:00";6.50;"2025-03-24 00:00:00";6.50;
428;6;1;"2025-03-26 16:00:26";"30 metros de corda";"2025-03-26 00:00:00";60.00;"2025-03-26 00:00:00";60.00;
429;7;1;"2025-03-27 17:33:55";"178 P13 2 P45 Copagás";"2025-04-04 00:00:00";14967.84;"2025-04-04 00:00:00";14967.84;
430;4;1;"2025-03-27 17:40:24";"Soldagem gaiola moto";"2025-03-27 00:00:00";50.00;"2025-03-27 00:00:00";50.00;
431;4;1;"2025-03-27 17:41:39";"Peças Moto YBR - Engren partida louca 28 dentes + engr frisada 23 dentes + junta e disco embreagem";"2025-03-26 00:00:00";136.80;"2025-03-26 00:00:00";136.80;
432;8;1;"2025-03-28 09:17:38";"2 cx leite integral italac 12l";"2025-03-27 00:00:00";112.56;"2025-03-27 00:00:00";112.56;
433;10;1;"2025-03-28 09:20:08";"1 agua sanitaria agifacil 5l";"2025-03-27 00:00:00";8.49;"2025-03-27 00:00:00";8.49;
434;10;1;"2025-03-28 09:22:39";"1 papel higienico 30m 40 rolo";"2025-03-27 00:00:00";57.50;"2025-03-27 00:00:00";57.50;
